Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Sector,Full Name,ACTIVE,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE,BOURSE NAME
CHAUN-CHOUNG TECH.,TW:CCG,2003/1/14,2003,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Chaun-Choung Technology,1,26686V,T6230,TW0006230006,Taiwan
CHC HEALTHCARE,TW:CYY,2011/10/18,2011,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Health Care Equipment and Services,CHC Healthcare,1,77827W,T4164,TW0004164009,Taiwan
CHEER TIME ENTERPRISE,TW:RMT,2005/4/12,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Cheer Time Enterprise,1,30460J,T3229,TW0003229001,Taiwan
CHEN FULL INTL.,TW:CUL,2004/9/10,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Chen Full International,1,29336C,T8383,TW0008383001,Taiwan OTC
CHENBRO MICOM,TW:NBM,2005/4/28,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Chenbro Micom,1,30767U,T8210,TW0008210006,Taiwan
CHENG FWA INDUSTRIAL,TW:FWA,2000/2/9,2000,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Cheng Fwa Industrial,1,280241,T5426,TW0005426001,Taiwan OTC
CHENG LOONG,TW:CLO,1987/9/8,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Forestry and Paper,Cheng Loong,1,756101,T1904,TW0001904001,Taiwan
CHENMING MOLD INDUSTRIAL,TW:CEP,2002/9/16,2002,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Chenming Mold Industrial,1,26196E,T3013,TW0003013009,Taiwan
CHERNAN METAL INDUSTRIAL,TW:RNA,2010/12/20,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,Chernan Metal Industrial,1,54308X,T3631,TW0003631008,Taiwan OTC
CHI HUA FITNESS,TW:CFF,2010/9/9,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Chi Hua Fitness,1,77449P,T1593,TW0001593002,Taiwan OTC
CHIA CHANG,TW:CIA,2010/5/6,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Chia Chang,1,69295P,T4942,TW0004942008,Taiwan
CHIA HER INDL.,TW:HER,1992/5/6,1992,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Chia Her Industrial,1,315713,T1449,TW0001449007,Taiwan
CHIA HSIN CEMENT,TW:CHH,1987/9/9,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Chia Hsin Cement,1,756102,T1103,TW0001103000,Taiwan
CHIA TA WORLD,TW:CHT,1997/7/8,1997,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,Chia Ta World,1,890845,T2033,TW0002033008,Taiwan
CHIALIN PRECISION INDL.,TW:PRL,2008/6/27,2008,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Chialin Precision Industrial,1,29067V,T3310,TW0003310009,Taiwan OTC
CHICONY POWER TECHNOLOGY,TW:CPK,2013/1/3,2013,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Chicony Power Technology,1,87980C,T6412,TW0006412000,Taiwan
CHIEFTEK PRECISION,TW:CPZ,2011/3/10,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Chieftek Precision,1,774490,T1597,TW0001597003,Taiwan OTC
CHIEN KUO CON.,TW:CHK,1999/2/1,1999,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Chien Kuo Construction,1,691035,T5515,TW0005515001,Taiwan
CHIH LIEN INDL.,TW:LIN,1996/1/4,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,Chih Lien Industrial,1,865380,T2024,TW0002024007,Taiwan
CHILISIN ELECTRONICS,TW:CIO,2001/9/26,2001,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Chilisin Electronics,1,14665J,T2456,TW0002456001,Taiwan
CHIME BALL TECHNOLOGY,TW:CBB,2010/10/25,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Chime Ball Technology,1,77449V,T1595,TW0001595007,Taiwan OTC
CHIN-POON INDUSTRIAL,TW:CPI,1996/10/14,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Chin-Poon Industrial,1,887485,T2355,TW0002355005,Taiwan
CHINA BILLS FINANCE,TW:CNF,1994/10/26,1994,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),China Bills Finance,1,140618,T2820,TW0002820008,Taiwan
CHINA CONTAINER TERMINAL,TW:CNT,1995/1/20,1995,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,China Container Terminal,1,140918,T2613,TW0002613007,Taiwan
CHINA ECOTEK,TW:CKC,2000/1/4,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,China Ecotek,1,280140,T1535,TW0001535003,Taiwan
CHINA ELEC.MNFG.,TW:CHE,1989/12/26,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,China Electric Manufacturing,1,540317,T1611,TW0001611002,Taiwan
CHINA FINEBLANKING TECH.,TW:CFZ,2009/11/27,2009,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,China Fineblanking Technology,1,70176U,T1586,TW0001586006,Taiwan OTC
CHINA GEN.PLASTICS,TW:CGP,1988/7/13,1988,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,China General Plastics,1,772054,T1305,TW0001305001,Taiwan
CHINA GLAZE,TW:CGL,1996/4/30,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,China Glaze,1,865518,T1809,TW0001809002,Taiwan
CHINA HI-MENT,TW:CIC,1999/11/22,1999,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,China Hi-Ment,1,691958,T9930,TW0009930008,Taiwan
CHINA METAL PRODUCTS,TW:CMP,1997/1/20,1997,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,China Metal Products,1,887811,T1532,TW0001532000,Taiwan
CHINA MOTOR,TW:CMC,1991/3/12,1991,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,China Motor,1,530979,T2204,TW0002204005,Taiwan
CHINA PETROCHEMICAL DEV.,TW:CPD,1991/7/12,1991,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,China Petrochemical Development,1,314916,T1314,TW0001314003,Taiwan
CHINA STEEL CHEMICAL,TW:CSZ,1998/11/27,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,China Steel Chemical,1,675811,T1723,TW0001723005,Taiwan
CHINA STL.STRUC.,TW:CSS,1992/1/21,1992,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,China Steel Structure,1,315350,T2013,TW0002013000,Taiwan
CHINA SYN.RUBBER,TW:CSR,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,China Synthetic Rubber,1,777080,T2104,TW0002104007,Taiwan
CHINA TELEVISION,TW:CTL,1999/8/9,1999,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Media,China Television,1,691698,T9928,TW0009928002,Taiwan
CHINESE GAMER INTL.,TW:CGI,2003/12/2,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Chinese Gamer International,1,28174K,T3083,TW0003083002,Taiwan OTC
CHINESE MARITIME TRAN.,TW:ATP,1994/10/20,1994,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,Chinese Maritime Transport,1,140603,T2612,TW0002612009,Taiwan
CHIP HOPE,TW:PHH,2004/3/8,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Chip Hope,1,28574D,T8084,TW0008084005,Taiwan OTC
CHIPBOND TECH.,TW:CBO,2002/1/31,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Chipbond Technology,1,15152U,T6147,TW0006147002,Taiwan OTC
CHIPMOS TECHNOLOGIES,TW:CIT,2013/4/19,2013,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Chipmos Technologies,1,88314F,T8150,TW0008150004,Taiwan
CHIU TING MACHINERY,TW:CTN,2001/5/14,2001,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Chiu Ting Machinery,1,263147,T1539,TW0001539005,Taiwan
CHLITINA HOLDING,TW:CH,2013/11/27,2013,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Chlitina Holding,1,93324X,T4137,KYG211641017,Taiwan
CHOICE DEVELOPMENT,TW:CCC,1996/1/4,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Support Services,Choice Development,1,887878,T9929,TW0009929000,Taiwan
CHROMA ATE,TW:CMA,1996/12/23,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Chroma ATE,1,887638,T2360,TW0002360005,Taiwan
CHUN YU WORKS,TW:CYN,1991/10/17,1991,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Chun Yu Works,1,315034,T2012,TW0002012002,Taiwan
CHUNG HUNG STEEL,TW:UUE,1992/2/20,1992,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,Chung Hung Steel,1,315534,T2014,TW0002014008,Taiwan
CHUNG HWA PULP,TW:CHP,1987/9/9,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Forestry and Paper,Chung Hwa Pulp,1,756112,T1905,TW0001905008,Taiwan
CHUNG LIEN TRSP.,TW:CLT,1997/5/22,1997,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,Chung Lien Transportation,1,890535,T5604,TW0005604003,Taiwan OTC
CHUNGHWA PICTURE TUBES,TW:CPT,2000/3/2,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Chunghwa Picture Tubes,1,280292,T2475,TW0002475001,Taiwan
CHUWA WOOL INDUSTRY,TW:CHA,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Chuwa Wool Industry,1,540312,T1439,TW0001439008,Taiwan
CINCON ELECTRONICS,TW:CNL,2008/1/24,2008,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Cincon Electronics,1,30923L,T3332,TW0003332003,Taiwan OTC
CIPHERLAB,TW:SYL,2002/3/1,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Cipherlab,1,15235T,T6160,TW0006160005,Taiwan OTC
CJW INTERNATIONAL,TW:CAE,1996/1/4,1996,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,CJW International,1,887823,T5301,TW0005301006,Taiwan OTC
CKM APPLIED MATERIALS,TW:CKM,2000/12/6,2000,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,CKM Applied Materials,1,280700,T8930,TW0008930009,Taiwan OTC
CLEANAWAY,TW:CCD,2010/10/26,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Support Services,Cleanaway,1,774519,T8422,TW0008422007,Taiwan
CLEVO,TW:CLE,1997/4/2,1997,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Clevo,1,887827,T2362,TW0002362001,Taiwan
CMC MAGNETICS,TW:CMM,1992/2/17,1992,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,CMC Magnetics,1,315365,T2323,TW0002323003,Taiwan
CO-TECH DEVELOPMENT,TW:CTF,2007/11/7,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,Company-Technology Development,1,51371P,T8358,TW0008358003,Taiwan OTC
COADNA HOLDINGS,TW:COD,2011/8/31,2011,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Coadna Holdings,1,77596E,T4984,KYG190621014,Taiwan
COASIA MICROELS.,TW:COA,2004/7/15,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Coasia Microelectronics,1,29092W,T8096,TW0008096009,Taiwan OTC
COLAND HOLDINGS,TW:COH,2011/10/5,2011,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Food Producers,Coland Holdings,1,77793T,T4144,KYG2379A1094,Taiwan
COLLINS,TW:COL,1989/12/26,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Support Services,Collins,1,540331,T2906,TW0002906005,Taiwan
COME TRUE BIOMEDICAL,TW:TOO,2003/3/31,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Come True Biomedical,1,26924U,T6236,TW0006236003,Taiwan OTC
COMPEQ MANUFACTURING,TW:CPQ,1990/7/24,1990,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Compeq Manufacturing,1,530618,T2313,TW0002313004,Taiwan
COMPUCASE ENTERPRISE,TW:CPE,2001/4/16,2001,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Compucase Enterprise,1,257306,T3032,TW0003032009,Taiwan
CONCORD INTL.SECURITIES,TW:CNX,2009/4/9,2009,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),Concord International Securities,1,67853H,T5864,TW0005864003,Taiwan OTC
CONCORD SECS.,TW:CON,1996/12/4,1996,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),Concord Securities,1,887877,T6016,TW0006016009,Taiwan OTC
CONCRAFT HOLDING,TW:CHD,2011/7/12,2011,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Concraft Holding,1,77451X,T4943,KYG2346M1033,Taiwan
CONNECTION TECH.SYSTEMS,TW:CTS,2014/1/13,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Connection Technology Systems,1,8702QY,T3672,TW0003672002,Taiwan OTC
CONTINENTAL HOLDINGS,TW:ONT,2010/4/8,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Continental Holdings,1,69140R,T3703,TW0003703005,Taiwan
CONTREL TECHNOLOGY,TW:CTT,2006/9/25,2006,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Contrel Technology,1,41197N,T8064,TW0008064007,Taiwan OTC
COOPERATIVE CONSTRUCTION,TW:CCZ,2004/8/9,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,Cooperative Construction,1,297107,T6401,TW0006401003,Taiwan OTC
COPARTNER TECHNOLOGY,TW:COT,2010/11/10,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Copartner Technology,1,51639V,T3550,TW0003550000,Taiwan
COREMAX,TW:CMX,2010/12/13,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,Coremax,1,77451H,T4739,TW0004739008,Taiwan
CORETEK OPTO,TW:COO,2007/11/28,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Coretek Opto,1,77451C,T3601,TW0003601001,Taiwan OTC
CORETRONIC,TW:CTX,1999/1/20,1999,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Coretronic,1,675999,T5371,TW0005371009,Taiwan OTC
COSMO ELECTRONICS,TW:COS,2000/1/17,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Cosmo Electronics,1,280188,T2466,TW0002466000,Taiwan
COWEALTH MEDICAL HLDG.,TW:COW,2009/5/22,2009,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Health Care Equipment and Services,Cowealth Medical Holding,1,67723J,T4745,KYG248111042,Taiwan OTC
COXON PRECISE INDL.,TW:CPR,2009/10/28,2009,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Coxon Precise Industrial,1,51662Q,T3607,TW0003607008,Taiwan
CREATIVE SENSOR,TW:CRS,2005/5/17,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Creative Sensor,1,30726N,T8249,TW0008249004,Taiwan
CROWELL DEVELOPMENT,TW:CRD,1995/3/14,1995,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Crowell Development,1,141029,T2528,TW0002528007,Taiwan
CRYOMAX COOLING SYSTEM,TW:CDS,2010/11/3,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,Cryomax Cooling System,1,77449N,T1587,TW0001587004,Taiwan OTC
CRYSTALWISE TECH.,TW:CRY,2011/5/31,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Crystalwise Technology,1,70752E,T4944,TW0004944004,Taiwan OTC
CTCI,TW:ITC,1993/6/2,1993,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Ctci,1,317520,T9933,TW0009933002,Taiwan
CUB ELECPARTS,TW:CUB,2009/3/25,2009,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,CUB Elecparts,1,51476F,T2231,TW0002231008,Taiwan
CVC TECHNOLOGIES,TW:CVC,2009/5/27,2009,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,CVC Technologies,1,67705N,T4744,TW0004744008,Taiwan OTC
CVILUX,TW:CVI,2004/3/29,2004,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Cvilux,1,28737F,T8103,TW0008103003,Taiwan
CX TECHNOLOGY,TW:CMT,1998/1/13,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,CX Technology,1,675007,T2415,TW0002415007,Taiwan
CYBERLINK,TW:CYL,2000/10/11,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Cyberlink,1,297045,T5203,TW0005203004,Taiwan
CYBERPOWER SYSTEMS,TW:CYS,2009/12/23,2009,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Cyberpower Systems,1,53641X,T3617,TW0003617007,Taiwan
CYBERTAN TECH.,TW:CYI,2003/7/28,2003,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Cybertan Technology,1,27322J,T3062,TW0003062006,Taiwan
CYPRESS TECHNOLOGY,TW:YPR,2009/12/22,2009,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Cypress Technology,1,50972W,T3541,TW0003541009,Taiwan OTC
D-LINK,TW:DLK,1994/10/17,1994,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,D-Link,1,140904,T2332,TW0002332004,Taiwan
DA HUI,TW:DHU,2014/6/12,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,Da Hui,1,8907Q7,T5276,KYG2743W1006,Taiwan OTC
DA-CIN CONSTRUCTION,TW:DAC,1996/3/11,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Da-CIN Construction,1,865419,T2535,TW0002535002,Taiwan
DA-LI DEVELOPMENT,TW:IAC,2002/4/22,2002,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Real Estate Investment and Services,Da-Li Development,1,15427P,T6177,TW0006177009,Taiwan
DACOME INTERNATIONAL,TW:DIN,2004/12/6,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,General Retailers,Dacome International,1,29759P,T9960,TW0009960005,Taiwan OTC
DADNY,TW:JCT,2003/10/14,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,Dadny,1,27884H,T3089,TW0003089009,Taiwan OTC
DAFENG TV,TW:DFC,2002/5/28,2002,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Media,Dafeng Television,1,25569H,T6184,TW0006184005,Taiwan
DAILY POLYMER,TW:DAI,2000/3/27,2000,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Daily Polymer,1,280353,T4716,TW0004716006,Taiwan OTC
DANEN TECHNOLOGY,TW:DAN,2010/7/20,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Alternative Energy,Danen Technology,1,69266K,T3686,TW0003686002,Taiwan
DARFON ELECTRONICS,TW:DAR,2007/11/28,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Darfon Electronics,1,35762J,T8163,TW0008163007,Taiwan
DARWIN PRECISIONS,TW:FHC,2002/1/4,2002,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Darwin Precisions,1,14909M,T6120,TW0006120009,Taiwan
DAVICOM SEMICONDUCTOR,TW:DVC,2007/8/6,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Davicom Semiconductor,1,50853R,T3094,TW0003094009,Taiwan
DAXIN MATERIALS,TW:DMR,2011/5/12,2011,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,Daxin Materials,1,774496,T5234,TW0005234009,Taiwan
DE LICACY INDUSTRIAL,TW:DEI,1997/1/20,1997,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,De Licacy Industrial,1,887754,T1464,TW0001464006,Taiwan
DE POAN PNEUMATIC,TW:POA,2005/6/30,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,De Poan Pneumatic,1,29101X,T1570,TW0001570000,Taiwan OTC
DEE VAN ENTERPRISE,TW:DEE,2007/8/16,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,DEE Van Enterprise,1,36277K,T8115,TW0008115007,Taiwan OTC
DELPHA CON.,TW:DCO,1995/10/12,1995,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Real Estate Investment and Services,Delpha Construction,1,313025,T2530,TW0002530003,Taiwan
DFI,TW:DFI,2000/1/17,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,DFI,1,280187,T2397,TW0002397007,Taiwan
DIMERCO DATA SY.,TW:DDS,1999/10/15,1999,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Dimerco Data System,1,691844,T5403,TW0005403000,Taiwan OTC
DINGZING ADVANCED MATERIALS,TW:DZA,2016/9/8,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Unclassified,Dingzing Advanced Materials,1,2563M1,T6585,TW0006585003,Taiwan OTC
DIVA LABORATORIES,TW:DLL,2010/10/11,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Diva Laboratories,1,774501,T4153,TW0004153002,Taiwan OTC
DONPON PRECISION,TW:DPI,2005/5/19,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Donpon Precision,1,30726W,T3290,TW0003290003,Taiwan OTC
DRAYTEK,TW:DRY,2003/1/20,2003,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Draytek,1,26702W,T6216,TW0006216005,Taiwan
DSG TECHNOLOGY,TW:DSG,2004/2/24,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,DSG Technology,1,28534C,T6264,TW0006264005,Taiwan OTC
DYACO INTERNATIONAL,TW:DYA,2011/10/24,2011,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Dyaco International,1,77847Q,T1598,TW0001598001,Taiwan
DYNACOLOR,TW:DYN,2001/3/12,2001,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Dynacolor,1,257005,T5489,TW0005489009,Taiwan OTC
DYNAMIC ELECTRONICS,TW:DYE,2009/3/18,2009,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Dynamic Electronics,1,30726F,T6251,TW0006251002,Taiwan
DYNAMIC MEDICAL TECHS.,TW:DMT,2010/12/29,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Health Care Equipment and Services,Dynamic Medical Technologies,1,69059M,T4138,TW0004138003,Taiwan OTC
DYNAMIC PRECISION IND.,TW:DYP,2001/2/2,2001,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Dynamic Precision Industry,1,13052P,T8928,TW0008928003,Taiwan OTC
DYNAPACK INTL.TECH.,TW:DIT,2004/11/8,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Dynapack International Technology,1,29647R,T3211,TW0003211009,Taiwan OTC
E INK HOLDINGS,TW:PVI,2004/3/30,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,E Ink Holdings,1,28747L,T8069,TW0008069006,Taiwan OTC
E&R ENGINEERING,TW:ERG,2013/11/12,2013,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,E&R Engineering,1,51521H,T8027,TW0008027004,Taiwan OTC
E-LEAD ELT.,TW:ELC,2002/2/4,2002,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,E-Lead Electronic,1,15163C,T2497,TW0002497005,Taiwan
E-LIFE MALL,TW:OCS,2005/12/8,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Retailers,E-Life Mall,1,32501D,T6281,TW0006281009,Taiwan
EASTECH HOLDING LIMITED,TW:ETK,2012/11/5,2012,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Eastech Holding Limited,1,87772F,T5225,KYG291021031,Taiwan
EASTERN MEDIA INTL.,TW:FES,1995/9/25,1995,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,Eastern Media International,1,356862,T2614,TW0002614005,Taiwan
EASY FIELD,TW:EFC,2013/8/7,2013,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Easy Field,1,89662E,T6425,TW0006425002,Taiwan OTC
