Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE,BOURSE NAME
CHIN.GRD.PHARM.&.HLTHCR. HOLDINGS,K:CAPP,1995/12/19,1995,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,China Grand Pharmaceutical and Healthcare Holdings,Active,865170,HK512,BMG210A71198,Hong Kong
CHINA AIRCRAFT LEASING GP.HDG.,K:CALG,2014/7/11,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Aerospace and Defense,China Aircraft Leasing Group Holdings,Active,8933ND,HK1848,KYG211241057,Hong Kong
CHINA ALL ACCESS (HDG.),K:CAHL,2009/9/16,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,China All Access (Holdings),Active,67957E,HK633,KYG211341048,Hong Kong
CHINA AOYUAN PR.GROUP,K:CAOY,2007/10/9,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,China Aoyuan Property Group,Active,51095U,HK3883,KYG2112H1065,Hong Kong
CHINA BAOLI TECHS.HDG.,K:HUEY,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),China Baoli Technologies Holdings,Active,756482,HK164,BMG2119D1083,Hong Kong
CHINA DEV.BK.FILE.'H',K:CDBF,2016/7/11,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),China Development Bank File 'H',Active,7588G5,HK1606,CNE1000027C9,Hong Kong
CHINA ELTN.OP.VLY.UN.,K:OPTI,2014/3/28,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,China Electronics Optics Valley Union,Active,8789HG,HK798,KYG2119Q1091,Hong Kong
CHINA GREENLAND BROAD GREENSTATE GP.,K:BROA,2014/7/21,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,China Greenland Broad Greenstate Group,Active,8933M8,HK1253,KYG2119S1057,Hong Kong
CHINA HUIYUAN JUICE GP.,K:CHUI,2007/2/23,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Beverages,China Huiyuan Juice Group,Active,50079J,HK1886,KYG211231074,Hong Kong
CHINA METAL RESOURCES UTILIZATION,K:ULMM,2014/2/21,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Metals and Mining,China Metal Resources Utilization,Active,8741WK,HK1636,KYG316221061,Hong Kong
CHINA MINSHENG FINL. HLDG.,K:SINK,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,China Minsheng Financial Holding,Active,771548,HK245,HK0000268943,Hong Kong
CHINA MODERN DAIRY HDG.,K:CMDH,2010/11/26,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,China Modern Dairy Holdings,Active,72553J,HK1117,KYG215791008,Hong Kong
CHINA MPL.EDUCA.SYS.,K:MAPZ,2014/11/28,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,China MPL Educational Systems,Active,9212PF,HK1317,KYG211511087,Hong Kong
CHINA NEW HIGHER ED.,K:CHKE,2017/4/19,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,China New Higher Education,Active,90601Z,HK2001,KYG2163K1076,Hong Kong
CHINA OS.GRD.OCEANS GP.,K:SHEL,1984/4/26,1984,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,China Overseas Grand Oceans Group,Active,946309,HK81,HK0000065737,Hong Kong
CHINA OVERSEAS PROPERTY HDG.,K:COPH,2015/10/23,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,China Overseas Property Holdings,Active,8678FU,HK2669,KYG2118M1096,Hong Kong
CHINA RES.PHNX.HLTHCR.,K:PHGC,2013/11/29,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Health Care Equipment and Services,China Resources Pheonix Healthcare,Active,93327Z,HK1515,KYG2133W1087,Hong Kong
CHINA SHENGMU ORGC.MILK,K:SHGG,2014/7/15,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,China Shengmu Organic Milk,Active,8933NC,HK1432,KYG2117U1022,Hong Kong
CHINA SHINEWAY PHARM.GP.,K:CSPG,2004/12/2,2004,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,China Shineway Pharmaceutical Group,Active,298293,HK2877,KYG2110P1000,Hong Kong
CHINA SMARTER EN.GP.HDG.,K:RDH,1997/10/9,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,China Smarter Energy Group Holdings,Active,865753,HK1004,BMG2116L1037,Hong Kong
CHINA TIAN LUN GAS HDG.,K:CTL,2010/11/10,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,"Gas, Water and Multiutilities",China Tian LUN Gas Holdings,Active,72426J,HK1600,KYG843961031,Hong Kong
CHINA TIAN.GP.CEMENT,K:CTGC,2011/12/23,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,China Tian Group Cement,Active,86549R,HK1252,KYG844081060,Hong Kong
CHINA VAST INDL.URB.DEV.,K:CVIU,2014/8/25,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,China Vast Industrial Urban Development,Active,9061M5,HK6166,KYG216301013,Hong Kong
CHINA WATER AFFAIRS GP.,K:CEDA,1999/10/11,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,"Gas, Water and Multiutilities",China Water Affairs Group,Active,691910,HK855,BMG210901242,Hong Kong
CHOW SANG SANG HDG.INTL.,K:CHSS,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Chow Sang Sang Holdings International,Active,771574,HK116,BMG2113M1203,Hong Kong
CITIC TELC.INTL.HDG.,K:CTIC,2007/4/3,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mobile Telecommunications,Citic Telecom International Holdings,Active,50287W,HK1883,HK1883037637,Hong Kong
CK LIFE SCIS.INTL.HDG.,K:CKLS,2002/7/16,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,CK Life Sciences International Holdings,Active,25691U,HK775,KYG2176J1058,Hong Kong
COLOUR LIFE SERVICES GP.,K:CLLS,2014/6/30,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Colour Life Services Group,Active,8702T1,HK1778,KYG229151058,Hong Kong
COMPUTER & TECHS.HDG.,K:COMP,1998/5/18,1998,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Computer and Technologies Holdings,Active,675422,HK46,BMG2335C1082,Hong Kong
COSMO LADY (CHIN.)HDG.,K:CLCH,2014/6/26,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Cosmo Lady (China) Holdings,Active,8913MD,HK2298,KYG244421080,Hong Kong
DYNAM JAPAN HDG.CO.,K:DJHC,2012/8/6,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Dynam Japan Holdings Company,Active,87358X,HK6889,JP3491910000,Hong Kong
EMPEROR WATCH & JEWELR.,K:EMPW,2008/7/21,2008,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Emperor Watch and Jewellery,Active,53620J,HK887,HK0000047982,Hong Kong
FAR EAST CONSORT.INTL.,K:FARC,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Far East Consortium International,Active,992630,HK35,KYG3307Z1090,Hong Kong
FU SHOU YUAN INTL.GP.,K:ASYI,2013/12/19,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Fu Shou Yuan International Group,Active,93804D,HK1448,KYG371091086,Hong Kong
GCL NEW ENERGY HOLDINGS,K:SAME,1992/3/25,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,GCL New Energy Holdings,Active,315597,HK451,BMG3775G1380,Hong Kong
GLOBAL BRANDS GP.HOLDING,K:GBGH,2014/7/9,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Global Brands Group Holding,Active,8917JL,HK787,BMG393381014,Hong Kong
GRAND BAOXIN AUTO GROUP,K:BAGL,2011/12/14,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Grand Baoxin Auto Group,Active,86520P,HK1293,KYG4134L1077,Hong Kong
HAICHANG OCEAN PARK HDG.,K:HHCH,2014/3/13,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Haichang Ocean Park Holdings,Active,8749M3,HK2255,KYG4231A1031,Hong Kong
HI SUN TECHNOLOGY CHINA,K:GBI,1997/12/22,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Hi Sun Technology China,Active,865724,HK818,BMG4512G1261,Hong Kong
HUARONG INTL.FINL.HDG.,K:SIMS,1994/2/16,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Huarong International Financial Holdings,Active,362073,HK993,BMG4643L1019,Hong Kong
JINCHUAN GP.INTL.RES.CO.,K:GDIG,2001/7/9,2001,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Jinchuan Group International Resources Company,Active,14301K,HK2362,KYG5138B1023,Hong Kong
K WAH INTERNATIONAL HDG.,K:KWAI,1987/2/6,1987,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,K Wah International Holdings,Active,740868,HK173,BMG5321P1169,Hong Kong
KINETIC MINES & ENERGY,K:KMEL,2012/3/23,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mining,Kinetic Mines and Energy,Active,86959J,HK1277,KYG525931039,Hong Kong
KINGDEE INTL.SFTW.GP.,K:KDEE,2001/2/15,2001,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Kingdee International Software Group,Active,256465,HK268,KYG525681477,Hong Kong
LAI SUN GARMENT (INTERNATIONAL),K:LAIS,1987/12/3,1987,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Lai Sun Garment (International),Active,702959,HK191,HK0000356805,Hong Kong
LIU CHONG HING INV.,K:LICH,1983/3/3,1983,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Liu Chong Hing Investment,Active,981885,HK194,HK0194000995,Hong Kong
LT COMMERCIAL RLST.,K:CHIC,1988/6/15,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,LT Commercial Real Estate,Active,771571,HK112,HK0112012916,Hong Kong
LVGEM (CHINA) REIT.,K:NHER,2005/12/2,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Lvgem (China) Real Estate Investment,Active,32361K,HK95,KYG5727E1035,Hong Kong
MODERN LAND (CHINA) CO.,K:MLCI,2013/7/12,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Modern Land (China) Company,Active,89375Q,HK1107,KYG618221058,Hong Kong
O-NET TECHS.(GP.),K:ONCG,2010/4/29,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,O-Net Technologies (Group),Active,69229X,HK877,KYG6771C1006,Hong Kong
PANDA GREEN ENERGY GP.,K:GAYG,2000/4/13,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Alternative Energy,Panda Green Energy Group,Active,280022,HK686,BMG6889V1072,Hong Kong
PHOENIX SAT.TV.HOLDINGS,K:PHOX,2000/6/30,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,Phoenix Satellite Television Holdings,Active,280968,HK2008,KYG706451096,Hong Kong
PIZU GROUP HOLDINGS,K:A&K,2004/8/6,2004,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Pizu Group Holdings,Active,29301F,HK8053,KYG7112V1041,Hong Kong
POU SHENG INTL.(HDG.),K:POUS,2008/6/6,2008,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Pou Sheng International (Holdings),Active,53453T,HK3813,BMG7208D1092,Hong Kong
PROSPERITY REIT.TST.,K:REIT,2005/12/16,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment Trusts,Prosperity Real Estate Investment Trust,Active,32324J,HK808,HK0808032913,Hong Kong
REGAL HOTELS INTL.HDG.,K:REGH,1980/11/6,1980,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Regal Hotels International Holdings,Active,993418,HK78,BMG7475M1626,Hong Kong
REGAL REIT.TRUST,K:REGL,2007/3/30,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment Trusts,Regal Real Estate Investment Trust,Active,50314C,HK1881,HK1881037571,Hong Kong
SA SA INTL.HDG.,K:SASA,1997/6/13,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,SA SA International Holdings,Active,890596,HK178,KYG7814S1021,Hong Kong
SHAI.INDL.URB.DEV.GROUP,K:VINC,1993/9/10,1993,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Shanghai Industrial Urban Development Group,Active,317698,HK563,BMG8065B1037,Hong Kong
SHOUGANG FUSHAN RES.GP.,K:FHUI,1990/10/2,1990,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mining,Shougang Fushan Resources Group,Active,540505,HK639,HK0639031506,Hong Kong
SUN HUNG KAI & COMPANY,K:SHCO,1983/10/4,1983,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Sun Hung Kai and Company,Active,944236,HK86,HK0086000525,Hong Kong
SUNLIGHT REIT.TRUST,K:SUNR,2006/12/21,2006,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment Trusts,Sunlight Real Estate Investment Trust,Active,36096P,HK435,HK0435036626,Hong Kong
SUNSHINE 100 CHINA HDG.,K:SSSH,2014/3/13,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Sunshine 100 China Holdings,Active,8748X7,HK2608,KYG794911092,Hong Kong
TCL MLTM.TECH.HDG.,K:TCLI,1999/11/26,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Leisure Goods,TCL Multimedia Technology Holdings,Active,691934,HK1070,KYG8701T1388,Hong Kong
TIAN AN CHINA INVS.,K:TIAN,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Tian An China Investments,Active,741899,HK28,HK0028013271,Hong Kong
TIAN GE INTERACTIVE HDG.,K:TGET,2014/7/9,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Tian GE Interactive Holdings,Active,8917F7,HK1980,KYG887641085,Hong Kong
TIANJIN PORT DEV.HDG.,K:TIAP,2006/5/24,2006,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Transportation,Tianjin Port Development Holdings,Active,35941V,HK3382,KYG886801060,Hong Kong
TOP SPRING INTL.HOLDINGS,K:TSIH,2011/3/23,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Top Spring International Holdings,Active,75561N,HK3688,KYG892541098,Hong Kong
TOWN HEALTH INTL.MED.GP.,K:TOWN,2000/10/18,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Health Care Equipment and Services,Town Health International Medical Group,Active,297055,HK3886,BMG8979V1046,Hong Kong
UNITED LABS.INTL.HDG.,K:ULAB,2007/6/15,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,United Laboratories International Holdings,Active,50632C,HK3933,KYG8813K1085,Hong Kong
WING ON COMPANY INTL.,K:WICO,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Wing On Company International,Active,952329,HK289,BMG970561087,Hong Kong
WISDOM ED.INTL.HDG.,K:WSDM,2017/1/26,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Wisdom Education International Holdings,Active,9008ZW,HK6068,KYG972281037,Hong Kong
YUEXIU REAL ESTATE INV. TST.,K:GZIR,2005/12/21,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment Trusts,Yuexiu Real Estate Investment Trust,Active,32393J,HK405,HK0405033157,Hong Kong
ZHONG AN REAL ESTATE,K:ZHNG,2007/11/13,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Zhong An Real Estate,Active,51252C,HK672,KYG9892R1056,Hong Kong
A8 NEW MEDIA GROUP,K:ADMH,2008/6/12,2008,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,A8 New Media Group,Active,53481E,HK800,KYG0119G1055,Hong Kong
ADD NEW EN.INV.HDG.,K:CZRH,2012/4/27,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Metals and Mining,Add New Energy Investment Holdings,Active,87061H,HK2623,KYG0112P1028,Hong Kong
AEON CREDIT SER.(ASIA),K:AEON,1995/9/14,1995,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Aeon Credit Service (Asia),Active,356865,HK900,HK0900002681,Hong Kong
AID PARTNERS TECH.HDG.,K:TECP,2000/4/17,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Aid Partners Technology Holdings,Active,280408,HK8088,KYG0133H1056,Hong Kong
AMS PUBLIC TRAN.HDG.,K:AMS,2004/4/15,2004,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,AMS Public Transport Holdings,Active,28833W,HK77,KYG041561088,Hong Kong
ANTON OILFIELD SVS.GROUP,K:ANTO,2007/12/14,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Oil Equipment and Services,Anton Oilfield Services Group,Active,51363T,HK3337,KYG039991024,Hong Kong
ANXIAN YUAN CHINA HDG.,K:VITE,1999/12/21,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Leisure Goods,Anxian Yuan China Holdings,Active,280004,HK922,BMG0400Q1015,Hong Kong
ARTS OPTICAL INTL.HDG.,K:ARTS,1996/11/8,1996,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Arts Optical International Holdings,Active,887452,HK1120,BMG0505B1081,Hong Kong
ASIA ALLIED INFR.HDG.,K:CHUW,1993/2/12,1993,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Asia Allied Infrastructure Holdings,Active,316621,HK711,BMG0578N1048,Hong Kong
ASIA CASSAVA RESOURCES HDG.,K:ASCR,2009/3/23,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,Asia Cassava Resources Holdings,Active,54820W,HK841,KYG053931062,Hong Kong
ASIA CEMENT (CHINA) HDG.,K:ASIC,2008/5/20,2008,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Asia Cement (China) Holdings,Active,51986H,HK743,KYG0539C1069,Hong Kong
ASIA ENERGY LOGIST.GROUP,K:IICI,1992/8/18,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electricity,Asia Energy Logistics Group,Active,316069,HK351,HK0000334075,Hong Kong
ASIA INV.FIN.GP.LTD.,K:RAIN,2007/11/19,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Household Goods and Home Construction,Asia Investment Finance Group Limited,Active,51265P,HK33,KYG0541D1007,Hong Kong
ASIA SAT.TELECOM.HDG.,K:ASSA,1996/6/19,1996,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Asia Satellite Telecommunications Holdings,Active,865654,HK1135,BMG0534R1088,Hong Kong
ASIA STANDARD HOTEL GP.,K:YAOH,1988/9/22,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Asia Standard Hotel Group,Active,779539,HK292,BMG0535U1751,Hong Kong
ASIA STANDARD INTL.GROUP,K:ASTD,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Asia Standard International Group,Active,771575,HK129,BMG0533U2355,Hong Kong
ASIA TELE-NET AND TECH.,K:PROC,1991/1/31,1991,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Engineering,Asia Tele-Net and Technology,Active,530955,HK679,BMG0534V1256,Hong Kong
ASIAN CAPITAL RES.(HDG.),K:AIR,1999/12/16,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Transportation,Asian Capital Resources (Holdings),Active,280002,HK8025,KYG0542K1031,Hong Kong
AURUM PAC.(CHINA) GROUP,K:SJTU,2004/1/9,2004,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Aurum Pacific (China) Group,Active,28302J,HK8148,KYG063701455,Hong Kong
BAMBOOS HEALTH CARE HDG.,K:BBHC,2014/7/8,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Health Care Equipment and Services,Bamboos Health Care Holdings,Active,8933V3,HK2293,KYG072191011,Hong Kong
BAOFENG MOD.INTL.HDG.CO.,K:BMIH,2011/1/28,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Baofeng Modern International Holdings Company,Active,74196N,HK1121,KYG089061025,Hong Kong
BAWANG INTL.(GP.) HLDG.,K:BAWA,2009/7/3,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Bawang International (Group) Holding,Active,67638U,HK1338,KYG090381032,Hong Kong
BEAUTIFUL CHINA HOLDINGS CO.,K:FUTA,1998/7/22,1998,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Beautiful China Holdings Company,Active,865738,HK706,BMG0944P1068,Hong Kong
BEIJING ENTS.ENVM.GP.,K:BEIJ,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Beijing Enterprises Environment Group,Active,938724,HK154,HK0154000803,Hong Kong
BEJ.SPS.AND ENTM.IND.,K:ASRH,2012/1/16,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Transportation,Beijing Sports and Entertainment Industry,Active,86637D,HK1803,KYG1145Y1026,Hong Kong
BEST PACIFIC INTL.HDG.,K:BEST,2014/5/23,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Best Pacific International Holdings,Active,8896W1,HK2111,KYG106891008,Hong Kong
BII RY.TRSP.TECH.,K:CCRT,2012/5/16,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,BII Railway Transportation Technology,Active,87113E,HK1522,KYG1267V1005,Hong Kong
BISU TECH.GP.INTL.,K:EXDH,2013/12/11,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Bisu Technology Group International,Active,93659Y,HK1372,KYG1143V1005,Hong Kong
BRT.SMRT.SECS.&COMD.GP.,K:BSSC,2010/8/25,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Bright Smart Securities and Commodities Group,Active,69932V,HK1428,KYG1644A1004,Hong Kong
C&D_INTL.INV.GP.,K:SWED,2012/12/14,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,C and D_intl Investment Group,Active,87912X,HK1908,KYG3165D1097,Hong Kong
CASH FINL.SVS.GP.,K:CASH,2000/12/15,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Cash Financial Services Group,Active,256253,HK510,BMG1932V2045,Hong Kong
CECEP COSTIN NEW MATS. GP.,K:CNMG,2010/6/21,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,Cecep Costin New Materials Group,Active,69589C,HK2228,KYG1992K1067,Hong Kong
CELESTIAL ASIA SECS.HDG.,K:CHER,1994/4/27,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Celestial Asia Securities Holdings,Active,362426,HK1049,BMG2007W1010,Hong Kong
CENTRON TELC.INTL.HLDG.,K:CTRT,2007/7/5,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mobile Telecommunications,Centron Telecom International Holding,Active,50699R,HK1155,KYG202011022,Hong Kong
CENTURY CITY INTL.HDG.,K:CENT,1987/3/5,1987,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Century City International Holdings,Active,938630,HK355,BMG2020F1683,Hong Kong
CENTURY GINWA RET.HDG.,K:IWOO,2000/10/23,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Century Ginwa Retail Holdings,Active,297059,HK162,BMG2021K1172,Hong Kong
CENTURY SAGE SCIEN.HDG.,K:SAGE,2014/7/7,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Century Sage Scientific Holdings,Active,8916Y4,HK1450,KYG202281054,Hong Kong
CENTURY SUN.GROUP HDG.,K:CES,2004/2/17,2004,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,Century Sunshine Group Holdings,Active,28503P,HK509,KYG2091K1206,Hong Kong
CHAMPION TECHNOLOGY HOLDINGS N1,K:CHAM,1992/8/19,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Champion Technology Holdings N1,Active,316070,HK92,BMG2033C2853,Hong Kong
CHAODA MODERN AGRIC.HDG.,K:CHAO,2000/12/15,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,Chaoda Modern Agriculture Holdings,Active,256254,HK682,KYG2046Q1073,Hong Kong
