Idate,Fdate,issuer,Business,SIC,hightec,state,nation,ticker,exchange,industry,bookrunner,managers,grosspread,managementfee,underfee,concession,reallowance,grossspreadP,managementfeeP,underfeeP,concessionP,reallowanceP,grossspreadmkt,principal,principalmkt,proceeds,proceedsmkt,p0,type,description,currency,marketplace,Pexchange,Ph,PL,Pm,sharesF,shareFmkt,amt,Tdamt,IPOflag,shares,Pshares,Sshares,sharesmkt,P_1,P1,spinoff,ownershipB,OwnershipA,Lexchange,ISIN,maintranche,foreignflag,ApsharesFSM,ApsharesF,PsharesFSM,PsharesFM,PsharesOSM,PsharesOM,country,IPO_number,Main_market,year,pshare1,sic1,S1,s2
2003/2/18,2003/2/18,BEP International Holdings Ltd,"Mnfr,whl hsehld appl",                          5064,Primary Business not Hi-Tech,Foreign,Hong Kong,2326,Hong Kong,Wholesale,KINGST,"Kingston Securities Limited
Ha",.002,Comb.,Comb.,,,2.500,Comb.,Comb.,,,.160,                             6,                             6,                             6,                             6,.700,Ord/Common Shs.,"71,280,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"71,280,000","42,480,000","28,800,000",                      71280000,.021,.094,,,,HONGK,,Y,No,,,,,"42,480,000","42,480,000",Hong Kong,607,1,2003,42480000,5064,5,50
2003/2/28,2003/2/28,Chanco International Group Ltd,Invest hldg co,                          3172,Primary Business not Hi-Tech,Foreign,Hong Kong,264,Hong Kong,Manufacturing,GUOTAIJ,"Guotai Junan Securities (HK)
J",.003,Comb.,Comb.,,,3.500,Comb.,Comb.,,,.253,                             7,                             7,                             7,                             7,.600,Ord/Common Shs.,"93,800,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"93,800,000","65,660,000","28,140,000",                      93800000,.113,.072,,,,HONGK,,Y,No,,,,,"65,660,000","65,660,000",Hong Kong,607,1,2003,65660000,3172,3,31
2003/4/22,2003/4/22,Yantai North Andre Juice Co,"Produce,whl apple juice",                          2037,Primary Business not Hi-Tech,Foreign,China,2218,Hong Kong,Manufacturing,BARSEC,"Barits Securities
Guotai Junan",na,Comb.,Comb.,,,na,Comb.,Comb.,,,,                            18,                            18,                            18,                            18,3.700,Class H Ord Shs,"38,000,000.0 Class H Ord Shs",HK,Euro Public,HKGEM,,,,,,,,Yes,"38,000,000","38,000,000",,                      38000000,.523,,,,,HKGEM,,Y,No,,,,,"38,000,000","38,000,000",Hong Kong,607,1,2003,38000000,2037,2,20
2003/6/10,2003/6/10,ChinaSoft International Ltd,Pvd info tech outsourcing svcs,                          7372,"Other Software (inq. Games)
Ot",Foreign,China,00354,Hong Kong,Pers/Bus/Rep Svc,ORIENTAL-PATRON,"Oriental Patron Asia Ltd
Winte",na,,,,,na,,,,,,                             7,                             7,                             7,                             7,.320,Ord/Common Shs.,"160,000,000.0 Ord/Common Shs.",HK,Euro Public,HKGEM,,,,,,,,Yes,"160,000,000","160,000,000",,                     160000000,.584,.054,,,,HKGEM,,Y,No,,,,,"160,000,000","160,000,000",Hong Kong,607,1,2003,160000000,7372,7,73
2003/6/12,2003/6/3,Vedan Intl(Hldgs)Ltd,"Hldg co;Mnfr,whl food additive",                          2869,Primary Business not Hi-Tech,Foreign,Hong Kong,2317,Hong Kong,Manufacturing,DBS-ASIA,"DBS Asia Capital Ltd
DBS Vicke",.003,Comb.,Comb.,,,2.751,Comb.,Comb.,,,.755,                            21,                            42,                            21,                            42,.890,Ord/Common Shs.,"184,912,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,,,,,,,,Yes,"184,912,000","122,504,000","62,408,000",                     369824000,.1,.135,,,,HONGK,,Y,No,,,,,"307,416,000","122,504,000",Hong Kong,607,1,2003,122504000,2869,2,28
2003/6/17,2003/6/17,Ocean Grand Chem Hldg Ltd,Mnfr electroplating chem,                          2819,Primary Business not Hi-Tech,Foreign,Hong Kong,2882,Hong Kong,Manufacturing,JSCRESV,"JS Cresvale International Ltd
",.003,Comb.,Comb.,,,2.500,Comb.,Comb.,,,.332,                            13,                            13,                            13,                            13,.880,Ord/Common Shs.,"117,680,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"117,680,000","77,316,000","40,364,000",                     117680000,.011,.113,,,,HONGK,,Y,No,,,,,"77,316,000","77,316,000",Hong Kong,607,1,2003,77316000,2819,2,28
2003/6/21,2003/6/11,Lianhua Supermarket Commercial,"Own,op grocery store",                          5411,Primary Business not Hi-Tech,Foreign,China,00980,Hong Kong,Retail,BNPAHK,"BNP Paribas (Hong Kong)
Hongko",.012,.002,.002,.007,,2.500,.500,.500,1.50013,,1.398,                            45,                            75,                            45,                            75,3.875,Class H Ord Shs,"90,000,000.0 Class H Ord Shs",HK,Euro Public,HONGK,.53486,.4066,.47073,"90,000,000",,42.4,,Yes,"90,000,000","90,000,000",,                     150000000,.423,.546,,,,HONGK,,Y,No,,,,,"150,000,000","90,000,000",Hong Kong,607,1,2003,90000000,5411,5,54
2003/6/23,2003/6/12,Wah Yuen Holdings Ltd,"Produce,whl snack food prod",                          2052,Primary Business not Hi-Tech,Foreign,Hong Kong,2349,Hong Kong,Manufacturing,CEF-GC,"CEF GC Brokerage
Bank of East",.003,Comb.,Comb.,,,2.500,Comb.,Comb.,,,.210,                             8,                             8,                             8,                             8,1.090,Ord/Common Shs.,"60,000,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"60,000,000","60,000,000",,                      60000000,.055,.112,,,,HONGK,,Y,No,,,,,"60,000,000","60,000,000",Hong Kong,607,1,2003,60000000,2052,2,20
2003/6/24,2003/6/24,Kwang Sung Electn HK Co Ltd,"Mnfr,whl electn components",                          3677,"Other Electronics
Semiconducto",Foreign,Hong Kong,2310,Hong Kong,Manufacturing,"DBS-ASIA
/ANGLO-CHINESE(JB)","DBS Asia Capital Ltd
Anglo Chi",.004,Comb.,Comb.,,,2.500,Comb.,Comb.,,,.309,                            10,                            14,                            10,                            14,1.300,Ord/Common Shs.,"60,850,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,,,,,,,,Yes,"60,850,000","50,850,000","10,000,000",                      81000000,.053,.163,,,,HONGK,,Y,No,,,,,"51,000,000","50,850,000",Hong Kong,607,1,2003,50850000,3677,3,36
2003/6/25,2003/6/17,BaoYe Group Co Ltd,Pvd constr svcs,                          1521,Primary Business not Hi-Tech,Foreign,China,2355,Hong Kong,Construction,FIRST-SHANGHAI,"First Shanghai Capital Ltd
GC",.006,Comb.,Comb.,,,4.000,Comb.,Comb.,,,1.043,                            26,                            29,                            26,                            29,1.250,Class H Ord Shs,"162,612,000.0 Class H Ord Shs",HK,Euro Public,HONGK,,,,,,,,Yes,"162,612,000","162,612,000",,                     180684000,.702,,,,,HONGK,,Y,No,,,,,"180,684,000","162,612,000",Hong Kong,607,1,2003,162612000,1521,1,15
2003/7/7,2003/7/7,China Southern Airlines Co Ltd,Passenger airline,                          4512,Primary Business not Hi-Tech,Foreign,China,1055,Hong Kong,Transportation,CHINA-GALAXY,"China Galaxy Securities Co
Bei",na,,,,,na,,,,,,                           327,                           327,                           327,                           327,2.700,Class A Ord Shs,1000000000.0 Class A Ord Shs,CY,China Public,SHANG,,,,,,,,Yes,"1,000,000,000","1,000,000,000",,                    1000000000,1.389,.469,,,,SHANG,,Y,No,,,,,1000000000,"1,000,000,000",Hong Kong,607,1,2003,1000000000,4512,4,45
2003/7/9,2003/6/30,Bonjour Holdings Ltd,"Ret cosmetics,health prod",                          5999,Primary Business not Hi-Tech,Foreign,Hong Kong,0653,Hong Kong,Retail,KINGST,"Kingston Securities Limited
Ha",.003,Comb.,Comb.,,,2.500,Comb.,Comb.,,,.188,                             8,                             8,                             8,                             8,.900,Ord/Common Shs.,"64,984,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"64,984,000","54,044,000","10,940,000",                      64984000,.039,.132,,,,HONGK,KYG123731096,Y,No,,,,,"54,044,000","54,044,000",Hong Kong,607,1,2003,54044000,5999,5,59
2003/7/10,2003/6/30,Comba Telecom Sys Hldg Ltd,"Mnfr,whl wireless telecommun",                          3663,Other Telecommunications Equip,Foreign,Hong Kong,2342,Hong Kong,Manufacturing,HONG-SHANG-BKG,"Hongkong & Shanghai Bank (HK)
",.006,.001,.001,.004,,2.500,.500,.500,1.50,,1.266,                            43,                            48,                            43,                            48,1.880,Ord/Common Shs.,"180,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,,,,,,,,Yes,"180,000,000","180,000,000",,                     200000000,.185,.289,,,,HONGK,,Y,No,,,,,"200,000,000","180,000,000",Hong Kong,607,1,2003,180000000,3663,3,36
2003/7/10,2003/6/27,Leeport(Holdings)Ltd,Manufacture industrial machine,                          3569,Primary Business not Hi-Tech,Foreign,Hong Kong,0387,Hong Kong,Manufacturing,KOFF,"Koffman Securities Limited
Get",na,Comb.,Comb.,,,na,Comb.,Comb.,,,,                             6,                             6,                             6,                             6,.840,Ord/Common Shs.,"59,400,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"59,400,000","41,400,000","18,000,000",                      59400000,.192,.109,,,,HONGK,BMG542851040,Y,No,,,,,"41,400,000","41,400,000",Hong Kong,607,1,2003,41400000,3569,3,35
2003/7/11,2003/6/30,Dawnrays Pharmaceutical Ltd,Mnfr chem medicines,                          2834,"Other Biotechnology
Vaccines/S",Foreign,Hong Kong,02348,Hong Kong,Manufacturing,ICEA,"ICEA Capital Limited
Citicorp",.003,Comb.,Comb.,,,2.500,Comb.,Comb.,,,.819,                            33,                            33,                            33,                            33,1.030,Ord/Common Shs.,"248,000,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"248,000,000","200,000,000","48,000,000",                     248000000,.592,.106,,,,HONGK,KYG2687M1006,Y,No,,,,,"200,000,000","200,000,000",Hong Kong,607,1,2003,200000000,2834,2,28
2003/7/15,2003/7/15,Los Enviro-Pro Holdings Ltd,Pvd cleaning svcs,                          7349,Primary Business not Hi-Tech,Foreign,Hong Kong,309,Hong Kong,Pers/Bus/Rep Svc,"WATTERSON-ASIA
/PCI-HK(JB)","Watterson Asia Ltd
Partners Ca",.002,Comb.,Comb.,,,2.500,Comb.,Comb.,,,.160,                             6,                             6,                             6,                             6,.560,Ord/Common Shs.,"89,100,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"89,100,000","44,100,000","45,000,000",                      89100000,.046,.078,,,,HONGK,,Y,No,,,,,"44,100,000","44,100,000",Hong Kong,607,1,2003,44100000,7349,7,73
2003/7/31,2003/7/14,Hopewell Highway,"Pvd road,highway constr svcs",                          1611,Primary Business not Hi-Tech,Foreign,Hong Kong,00737,Hong Kong,Construction,CITIGROUP-SSB,Citigroup/Salomon Smith Barney,.013,.003,.003,.008,,2.500,.500,.500,1.50,,6.755,                           270,                           386,                           270,                           386,4.180,Ord/Common Shs.,"504,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,,,,,,,,Yes,"504,000,000","504,000,000",,                     720000000,.622,.503,Hopewell Holdings Ltd,,,HONGK,,Y,No,,,,,"720,000,000","504,000,000",Hong Kong,607,1,2003,504000000,1611,1,16
2003/9/10,2003/8/28,Art Textile Tech Intl Co Ltd,"Mnfr,whl woven fabrics",                          2299,Primary Business not Hi-Tech,Foreign,Hong Kong,0565,Hong Kong,Manufacturing,PCI-HK/CSCHK(JB),Partners Capital International,na,Comb.,Comb.,,,na,Comb.,Comb.,,,,                            14,                            14,                            14,                            14,.500,Ord/Common Shs.,"216,570,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"216,570,000","172,820,000","43,750,000",                     216570000,.054,.092,,,,HONGK,,Y,No,,,,,"172,820,000","172,820,000",Hong Kong,607,1,2003,172820000,2299,2,22
2003/9/15,2003/9/15,Hop Fung Group Holdings Ltd,"Mnfr,whl corrugated paper prod",                          2679,Primary Business not Hi-Tech,Foreign,Hong Kong,2320,Hong Kong,Manufacturing,DBS-ASIA,"DBS Asia Capital Ltd
DBS Vicke",.004,Comb.,Comb.,,,2.500,Comb.,Comb.,,,.395,                            15,                            15,                            15,                            15,1.100,Ord/Common Shs.,"106,920,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"106,920,000","88,920,000","18,000,000",                     106920000,.162,.159,,,,HONGK,,Y,No,,,,,"88,920,000","88,920,000",Hong Kong,607,1,2003,88920000,2679,2,26
2003/9/19,2003/9/1,Weiqiao Textile Co Ltd,Mnfr textiles,                          2299,Primary Business not Hi-Tech,Foreign,China,2698,Hong Kong,Manufacturing,BNPSLT,"BNP Paribas Peregrine Sec
BOCI",.027,Comb.,Comb.,,,2.500,Comb.,Comb.,,,4.425,                           136,                           272,                           136,                           272,8.500,Class H Ord Shs,"124,885,000.0 Class H Ord Shs",HK,Euro Public,HONGK,,,,,,,,Yes,"124,885,000","124,885,000",,                     249770000,.541,1.221,,,,HONGK,CN0003580551,Y,No,,,,,"249,770,000","124,885,000",Hong Kong,607,1,2003,124885000,2299,2,22
2003/9/20,2003/9/10,Lee & Man Paper Mnfg Ltd,"Mnfr,wholesales linerboards",                          2631,Primary Business not Hi-Tech,Foreign,Hong Kong,2314,Hong Kong,Manufacturing,CL-HK,"Credit Lyonnais (Hong Kong)
BO",.013,.003,.003,.008,,2.500,.500,.500,1.50,,2.131,                            70,                           100,                            70,                           100,4.170,Ord/Common Shs.,"131,250,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,.14434,.19879,.17157,"168,750,000","187,500,000",29.0,,Yes,"131,250,000","131,250,000",,                     187500000,1.241,,,,,HONGK,,Y,No,,,,,"187,500,000","131,250,000",Hong Kong,607,1,2003,131250000,2631,2,26
2003/10/3,2003/9/20,Norstar Founders Group Ltd,"Mnfr,whl motor vehicle parts",                          3714,Primary Business not Hi-Tech,Foreign,Hong Kong,2339,Hong Kong,Manufacturing,ICEA,"ICEA Capital Limited
DBS Asia",.006,Comb.,Comb.,,,3.500,Comb.,Comb.,,,1.390,                            35,                            35,                            35,                            35,1.330,Ord/Common Shs.,"200,000,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"200,000,000","200,000,000",,                     200000000,.194,.211,,,,HONGK,,Y,No,,,,,"200,000,000","200,000,000",Hong Kong,607,1,2003,200000000,3714,3,37
2003/10/6,2003/9/30,Jiwa Bio-Pharm Holdings Ltd,"Mnfr,whl pharm",                          2834,"General Pharmaceuticals
Medici",Foreign,Hong Kong,2327,Hong Kong,Manufacturing,DBS-ASIA,"DBS Asia Capital Ltd
Guotai Ju",.002,Comb.,Comb.,,,2.500,Comb.,Comb.,,,.234,                             9,                             9,                             9,                             9,.480,Ord/Common Shs.,"150,000,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"150,000,000","150,000,000",,                     150000000,.046,.061,,,,HONGK,,Y,No,,,,,"150,000,000","150,000,000",Hong Kong,607,1,2003,150000000,2834,2,28
2003/10/25,2003/1/11,AviChina Ind & Tech Co Ltd,"Mnfr,whl aircraft,parts",                          3721,Primary Business not Hi-Tech,Foreign,China,2357,Hong Kong,Manufacturing,"ING-BK
/BK-CHINA-INTL(JB)","ING Bank NV
Bank of China Inte",.004,Comb.,Comb.,,,2.500,Comb.,Comb.,,,3.434,                           125,                           250,                           125,                           250,1.210,Class H Ord Shs,"799,890,000.0 Class H Ord Shs",HK,Euro Public,HONGK,,,,,,,,Yes,"799,890,000","654,450,000","145,440,000",                    1599810000,.57,.189,,,,HONGK,,Y,No,,,,,1454370000,"654,450,000",Hong Kong,607,1,2003,654450000,3721,3,37
2003/10/25,2002/6/15,Ports Design Ltd,"Mnfr,ret fashion garments",                          2329,Primary Business not Hi-Tech,Foreign,Hong Kong,00589,Hong Kong,Manufacturing,CLSA-HK,"CLSA
ABN AMRO Rothschild
China",.034,Comb.,Comb.,,,2.500,Comb.,Comb.,,,.889,                            28,                            47,                            28,                            47,10.500,Ord/Common Shs.,"21,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,,,,,,,,Yes,"21,000,000","11,000,000","10,000,000",                      35000000,.346,,,,,HONGK,,Y,No,,,,,"25,000,000","11,000,000",Hong Kong,607,1,2003,11000000,2329,2,23
2003/11/19,2003/11/11,Broad Intelligence Intl Pharm,Dvlp security software,                          7372,Applications Software(Business,Foreign,Hong Kong,1149,Hong Kong,Pers/Bus/Rep Svc,SUN-HUNG-KAI-I,"Sun Hung Kai Bank Intl
China S",.005,Comb.,Comb.,,,4.000,Comb.,Comb.,,,.518,                            13,                            13,                            13,                            13,.930,Ord/Common Shs.,"108,000,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"108,000,000","84,000,000","24,000,000",                     108000000,.049,.133,,,,HONGK,,Y,No,,,,,"84,000,000","84,000,000",Hong Kong,607,1,2003,84000000,7372,7,73
2003/12/2,2003/12/2,Chia Hsin Cement Greater China,"Mnfr,whl cement",                          3241,Primary Business not Hi-Tech,Foreign,Hong Kong,699,Hong Kong,Manufacturing,POLARI/GCCAPIT(JB),Polaris Securities (Hong Kong),.005,Comb.,Comb.,,,2.500,Comb.,Comb.,,,1.568,                            55,                            55,                            55,                            55,1.480,Ord/Common Shs.,"286,000,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,,,,,,,,Yes,"286,000,000","200,200,000","85,800,000",                     286000000,,,TCC International Holdings Ltd,,,HONGK,,Y,No,,,,,"200,200,000","200,200,000",Hong Kong,607,1,2003,200200000,3241,3,32
2003/12/9,2003/11/27,Great Wall Auto Hldg Co Ltd,Mnfr motor vehicles,                          3711,Primary Business not Hi-Tech,Foreign,China,2333,Hong Kong,Manufacturing,BNPSLT,"BNP Paribas Peregrine Sec
Chin",.043,Comb.,Comb.,,,2.500,Comb.,Comb.,,,3.174,                            98,                           195,                            98,                           195,13.300,Class H Ord Shs,"57,000,000.0 Class H Ord Shs",HK,Euro Public,HONGK,1.72613,1.29460,1.51037,"57,000,000","114,000,000",86.1,,Yes,"57,000,000","57,000,000",,                     114000000,1.239,2.197,,,,HONGK,CN000A0BKMB1,Y,No,,,,,"114,000,000","57,000,000",Hong Kong,607,1,2003,57000000,3711,3,37
