issuer,Idate,Fdate,ISIN,ticker,SIC,LCS Key,LCS,LCS Value,Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Gold Circuit Electronics Ltd,1998/5/4,1998/5/4,TW0002368008,2368,3699,Gold Circuit Electronics Ltd,goldcircuit,Gold Circuit Electronics,Gold Circuit Electronics,GOLD CIRCUIT ELECTRONICS,TW:GCE,1998/3/10,675157,T2368,TW0002368008
Lee-Tah Farm Industries Co,1998/5/8,1998/5/8,TW0001226009,LEETAH,5191,Lee-Tah Farm Industries Co,leetahfarmindu,Lee Tah Farm Industries,Lee Tah Farm Industries,LEE TAH FARM INDS.,TW:LTF,1993/12/10,356846,T8724,TW0008724006
Taiyu Products Corp,1998/6/15,1998/6/15,TW0001223006,1223,2038,Taiyu Products Corp,taiyuproducts,Taiyu Products,Taiyu Products,TAIYU PRODUCTS,TW:TPC,1992/6/30,315777,T8723,TW0008723008
TYC Brothers Industrial Co Ltd,1998/6/29,1998/6/29,TW0001522001,1522,3647,TYC Brothers Industrial Co Ltd,tycbrother,TYC Brother Industrial,TYC Brother Industrial,TYC BROTHER INDUSTRIAL,TW:TBI,1997/10/6,896248,T1522,TW0001522001
Yeun Chyang Industrial Co Ltd,1998/7/28,1998/7/28,,2034,3312,Yeun Chyang Industrial Co Ltd,yunchang,Yuen Chang SSTL,Yuen Chang SSTL,YUEN CHANG SSTL.,TW:YCS,2015/2/5,9301Z5,T2069,TW0002069002
ZyXEL Communications Corp,1998/8/4,1998/8/4,,2391,3663,ZyXEL Communications Corp,elcommunicat,Well Communication,Well Communication,WELL COMMUNICATION,TW:WEL,2001/3/9,256990,T3039,TW0003039004
Yanin Leather Company,1998/10/18,1998/10/18,TW0001322006,,2269,Yanin Leather Company,yaninleather,Yanin Leather Company,Yanin Leather Company,YANIN LEATHER CO.,TW:YLC,1998/11/16,675782,T8713,TW0008713009
Avision Inc,1998/11/7,1998/11/7,,2380,3577,Avision Inc,avision,Pegavision,Pegavision,PEGAVISION,TW:PEV,2014/12/30,9267HL,T6491,TW0006491004
Unimicron Technology Corp,1998/11/13,1998/11/13,,3037,3672,Unimicron Technology Corp,unimicron,Unimicron Technology,Unimicron Technology,UNIMICRON TECHNOLOGY,TW:WWE,1998/12/9,675838,T3037,TW0003037008
Arima Computer Corp,1998/11/16,1998/11/16,,2381,3571,Arima Computer Corp,aacomputer,Quanta Computer,Quanta Computer,QUANTA COMPUTER,TW:QUM,1999/1/8,695966,T2382,TW0002382009
Awea Mechantronic Co Ltd,1998/12/2,1998/12/2,TW0004517008,1530,3559,Awea Mechantronic Co Ltd,aweamechantroni,Awea Mechantronic,Awea Mechantronic,AWEA MECHANTRONIC,TW:AWE,1998/12/30,675923,T1530,TW0001530004
Chicony Electronics Co Ltd,1998/12/2,1998/12/2,,2385,3674,Chicony Electronics Co Ltd,chicony,Chicony Electronics,Chicony Electronics,CHICONY ELECTRONICS,TW:CHY,1999/1/5,675934,T2385,TW0002385002
Quanta Computer Inc,1998/12/12,1998/12/12,,2382,3571,Quanta Computer Inc,quantacomputer,Quanta Computer,Quanta Computer,QUANTA COMPUTER,TW:QUM,1999/1/8,695966,T2382,TW0002382009
Basso Industry Corp,1998/12/15,1998/12/15,TW0004519004,1527,3559,Basso Industry Corp,aoindustr,Aurona Industries,Aurona Industries,AURONA INDUSTRIES,TW:ARN,2004/1/27,28395X,T8074,TW0008074006
Tien Tai Electrode Co Ltd,1998/12/27,1998/12/27,TW0005010003,4717,3548,Tien Tai Electrode Co Ltd,tientaielectrod,Tien Tai Electrode,Tien Tai Electrode,TIEN TAI ELECTRODE,TW:TIE,1999/1/20,691004,T4717,TW0004717004
Ocean Plastic Co Ltd,1998/12/28,1998/12/28,,1321,2821,Ocean Plastic Co Ltd,oceanplastic,Ocean Plastics,Ocean Plastics,OCEAN PLASTICS,TW:OCP,1999/1/26,691019,T1321,TW0001321008
Biostar Microtech Intl Corp,1999/5/1,1999/5/1,TW0005369003,09089F,3577,Biostar Microtech Intl Corp,biostarmicrotec,Biostar Microtech International,Biostar Microtech International,BIOSTAR MICROTECH INTL.,TW:BSI,1998/12/16,675889,T2399,TW0002399003
Aurora Systems Corp,1999/5/10,1999/5/10,TW0005391007,2433,3674,Aurora Systems Corp,aurorasystems,Aurora Systems,Aurora Systems,AURORA SYSTEMS,TW:AUS,1999/6/3,691555,T2433,TW0002433000
Luxon Electronics Corp,1999/5/12,1999/5/12,TW0002389004,2389,5065,Luxon Electronics Corp,luxons,Luxon Systems,Luxon Systems,LUXON SYSTEMS,TW:LUX,2000/12/18,297779,T8009,TW0008009002
Honmyue Enterprise Co Ltd,1999/5/21,1999/5/21,TW0004412002,1474,2221,Honmyue Enterprise Co Ltd,honmyueenterpri,Honmyue Enterprise,Honmyue Enterprise,HONMYUE ENTERPRISE,TW:HEN,1999/6/16,691595,T1474,TW0001474005
Choice Lithograph Inc,1999/5/27,1999/5/27,,9929,2731,Choice Lithograph Inc,choicelop,Choice Development,Choice Development,CHOICE DEVELOPMENT,TW:CCC,1996/1/4,887878,T9929,TW0009929000
China Television Co Ltd,1999/7/15,1999/7/15,,9928,4833,China Television Co Ltd,chinatelevision,China Television,China Television,CHINA TELEVISION,TW:CTL,1999/8/9,691698,T9928,TW0009928002
ALi Corp,1999/8/17,1999/8/17,,3041,3674,ALi Corp,ali,Taiwan Leader Biotechnology,Taiwan Leader Biotechnology,TAIWAN LEADER BIOTECH,TW:LDB,2016/1/14,8839TW,T8490,TW0008490004
Horng Jiuh Construction Corp,1999/8/17,1999/8/17,TW0002542008,2542,1521,Horng Jiuh Construction Corp,honghconstr,Chong Hong Construction,Chong Hong Construction,CHONG HONG CON.,TW:CCL,2002/3/26,15354C,T5534,TW0005534002
Chang Ho Fibre Corp,1999/8/26,1999/8/26,TW0001468007,1468,2221,Chang Ho Fibre Corp,changhofibre,Chang-Ho Fibre,Chang-Ho Fibre,CHANG-HO FIBRE,TW:CHO,1999/1/21,691009,T1468,TW0001468007
Cheng Uei Precision Ind Co Ltd,1999/8/27,1999/8/27,,2392,3678,Cheng Uei Precision Ind Co Ltd,chengueiprecisi,Cheng UEI Precision Industry,Cheng UEI Precision Industry,CHENG UEI PRECISION IND.,TW:CEI,1999/9/20,691768,T2392,TW0002392008
Aaeon Technology Inc,1999/8/30,1999/8/30,,2463,3571,Aaeon Technology Inc,aaeon,Taiwan Semiconductor Manufacturing,Taiwan Semiconductor Manufacturing,TAIWAN SEMICON.MNFG.,TW:TSM,1994/9/6,140406,T2330,TW0002330008
Audix Corp,1999/9/6,1999/9/6,,2459,3674,Audix Corp,audix,Audix,Audix,AUDIX,TW:ADC,1999/10/4,691814,T2459,TW0002459005
AmTRAN Technology Co Ltd,1999/9/29,1999/9/29,,2489,3577,AmTRAN Technology Co Ltd,amtran,Amtran Technology,Amtran Technology,AMTRAN TECHNOLOGY,TW:AMN,1999/10/27,691872,T2489,TW0002489002
Catcher Technology Co Ltd,1999/10/3,1999/10/3,,2474,3363,Catcher Technology Co Ltd,catcher,Catcher Technology,Catcher Technology,CATCHER TECHNOLOGY,TW:CTH,1999/11/1,691885,T2474,TW0002474004
K Laser Technology Inc,1999/11/15,1999/11/15,,2461,2671,K Laser Technology Inc,klaser,K Laser Technology,K Laser Technology,K LASER TECHNOLOGY,TW:KLT,1999/12/9,280074,T2461,TW0002461001
Advantech Co Ltd,1999/11/16,1999/11/16,,2395,3571,Advantech Co Ltd,advantech,Advantech,Advantech,ADVANTECH,TW:ADV,1999/12/13,280084,T2395,TW0002395001
VIA Technologies Inc,1999/11/16,1999/11/16,TW0002388006,2388,3672,VIA Technologies Inc,viatechnologies,Via Technologies,Via Technologies,VIA TECHNOLOGIES,TW:VIT,1999/3/5,691207,T2388,TW0002388006
Everlight Electronics Co Ltd,1999/12/12,1999/12/12,TW0002393006,2393,3674,Everlight Electronics Co Ltd,everlight,Everlight Chemical Industrial,Everlight Chemical Industrial,EVERLIGHT CHM.INDL.,TW:ECH,1989/7/3,500098,T1711,TW0001711000
Ichia Technologies Inc,1999/12/19,1999/12/19,,2402,3679,Ichia Technologies Inc,ichiatechnologi,Ichia Technologies,Ichia Technologies,ICHIA TECHNOLOGIES,TW:ITI,2000/1/14,280186,T2402,TW0002402005
Holy Stone Enterprise Co Ltd,1999/12/21,1999/12/21,,3026,3675,Holy Stone Enterprise Co Ltd,holystoneenterp,Holy Stone Enterprise,Holy Stone Enterprise,HOLY STONE ENTERPRISE,TW:HSE,2000/1/13,280178,T3026,TW0003026001
Phihong Enterprises Co Ltd,2000/1/12,2000/1/12,,2457,3674,Phihong Enterprises Co Ltd,ihngenterpri,Li Cheng Enterprise,Li Cheng Enterprise,LI CHENG ENTERPRISE,TW:LIR,2006/11/10,31192Q,T4426,TW0004426002
Yosun Industrial Corp,2000/2/27,2000/2/27,,2403,5065,Yosun Industrial Corp,yosun,Tycoons Group Enterprise,Tycoons Group Enterprise,TYCOONS GP.ENTER.,TW:TYG,1995/3/27,141099,T2022,TW0002022001
Solytech Enterprise Corp,2000/3/23,2000/3/23,TW0001471001,1471,2299,Solytech Enterprise Corp,solytechenterpr,Solytech Enterprise,Solytech Enterprise,SOLYTECH ENTERPRISE,TW:SIC,1999/4/20,691436,T1471,TW0001471001
Sweeten Construction Co Ltd,2000/4/22,2000/4/22,,5525,1522,Sweeten Construction Co Ltd,tenconstruc,TE Chang Construction,TE Chang Construction,TE CHANG CONSTRUCTION,TW:TCC,1998/12/9,675837,T5511,TW0005511000
Topco Scientific Co Ltd,2000/4/24,2000/4/24,,5434,3674,Topco Scientific Co Ltd,topcoscientific,Topco Scientific,Topco Scientific,TOPCO SCIENTIFIC,TW:TCO,2000/5/24,280861,T5434,TW0005434005
ABIT Computer Corp,2000/5/28,2000/5/28,,2407,3577,ABIT Computer Corp,atcomputer,Quanta Computer,Quanta Computer,QUANTA COMPUTER,TW:QUM,1999/1/8,695966,T2382,TW0002382009
Nanya Technology Corp,2000/7/21,2000/7/21,,2408,3674,Nanya Technology Corp,nanya,Nan Ya Plastics,Nan Ya Plastics,NAN YA PLASTICS,TW:NYP,1987/9/8,756122,T1303,TW0001303006
Acer Display Technology Inc,2000/8/14,2000/8/14,,2409,3674,Acer Display Technology Inc,erdisplay,Emerging Display Technologies,Emerging Display Technologies,EMERGING DISPLAY TECHS.,TW:EDT,2001/4/3,257279,T3038,TW0003038006
Tong Tai Machine & Tool Co Ltd,2000/8/29,2000/8/29,,4526,3541,Tong Tai Machine & Tool Co Ltd,tongtaimachine,Tong-Tai Machine and Tool,Tong-Tai Machine and Tool,TONG-TAI MACH.& TOOL,TW:TTT,2000/9/28,265630,T4526,TW0004526009
Wintech Microelectronics Co,2000/8/29,2000/8/29,,3036,3674,Wintech Microelectronics Co,ntemicroele,United Micro Electronics,United Micro Electronics,UNITED MICRO ELTN.,TW:UTD,1988/7/19,777152,T2303,TW0002303005
Sinphar Pharmaceutical Co Ltd,2000/9/18,2000/9/18,,1734,2834,Sinphar Pharmaceutical Co Ltd,sinpharpharmace,Sinphar Pharmaceutical,Sinphar Pharmaceutical,SINPHAR PHARMACEUTICAL,TW:SIP,2000/10/17,267647,T1734,TW0001734002
Weikeng Industrial Co Ltd,2000/9/18,2000/9/18,,3033,3674,Weikeng Industrial Co Ltd,weikeng,Weikeng Industrial,Weikeng Industrial,WEIKENG INDL.,TW:WKI,2000/10/31,297041,T3033,TW0003033007
Asia Optical Co Inc,2000/10/1,2000/10/1,,3019,3827,Asia Optical Co Inc,asiaoptical,Asia Optical,Asia Optical,ASIA OPTICAL,TW:ASO,2000/10/31,269748,T3019,TW0003019006
Tung Kai Tech Engineering Co,2000/10/4,2000/10/4,,3018,1541,Tung Kai Tech Engineering Co,tungkaiengi,Tung Kai Technology Engineering,Tung Kai Technology Engineering,TUNG KAI TECH.ENGR.,TW:TKT,2000/11/8,269793,T3018,TW0003018008
SONiX Technology Co Ltd,2000/11/1,2000/11/1,,5471,3674,SONiX Technology Co Ltd,sonix,Sitronix Technology,Sitronix Technology,SITRONIX TECHNOLOGY,TW:STX,2003/12/25,28257M,T8016,TW0008016007
Holiday Entertainment Co Ltd,2000/11/5,2000/11/5,,9943,7999,Holiday Entertainment Co Ltd,holidayentertai,Holiday Entertainment,Holiday Entertainment,HOLIDAY ENTERTAINMENT,TW:HDY,2000/11/30,280698,T9943,TW0009943001
Global View Co Ltd,2000/11/29,2000/11/29,,3040,3577,Global View Co Ltd,globalview,Global View,Global View,GLOBAL VIEW,TW:GLV,2000/12/28,255186,T3040,TW0003040002
Taiwan Paiho Ltd,2000/12/15,2000/12/15,,9938,3965,Taiwan Paiho Ltd,taiwanpaiho,Taiwan Paiho,Taiwan Paiho,TAIWAN PAIHO,TW:TPA,2001/1/12,13261X,T9938,TW0009938001
Loop Telecommunication Intl,2000/12/27,2000/12/27,,3025,3669,Loop Telecommunication Intl,looptelecommuni,Loop Telecommunication International,Loop Telecommunication International,LOOP TELECM.INTL.,TW:LPT,2001/2/1,13261V,T3025,TW0003025003
Everfocus Electronics Corp,2001/2/14,2001/2/14,,5484,3861,Everfocus Electronics Corp,everfocus,Everfocus Electronics,Everfocus Electronics,EVERFOCUS ELECTRONICS,TW:EFE,2001/3/16,257093,T5484,TW0005484000
Pihsiang Machinery Mnfg Co Ltd,2001/2/20,2001/2/20,,1729,3559,Pihsiang Machinery Mnfg Co Ltd,pihsiangmachine,Pihsiang Machinery Manufacturing,Pihsiang Machinery Manufacturing,PIHSIANG MCH.MNFG.,TW:PSM,2001/3/21,257152,T1729,TW0001729002
Emerging Display Tech Corp,2001/3/5,2001/3/5,,3038,3679,Emerging Display Tech Corp,emergingdisplay,Emerging Display Technologies,Emerging Display Technologies,EMERGING DISPLAY TECHS.,TW:EDT,2001/4/3,257279,T3038,TW0003038006
Mobiletron Electronics Co Ltd,2001/3/7,2001/3/7,,1533,3694,Mobiletron Electronics Co Ltd,mobiletron,Mobiletron Electronics,Mobiletron Electronics,MOBILETRON ELECTRONICS,TW:MTE,2001/4/6,257282,T1533,TW0001533008
Data Systems Consulting Co Ltd,2001/3/12,2001/3/12,,2447,7372,Data Systems Consulting Co Ltd,datasystemscons,Data Systems Consulting,Data Systems Consulting,DATA SYS.CNSL.,TW:DSC,2001/4/9,257285,T2447,TW0002447000
Destiny Technology Corp,2001/3/14,2001/3/14,,5494,7372,Destiny Technology Corp,destiny,Destiny Technology,Destiny Technology,DESTINY TECH.,TW:DES,2001/4/13,257305,T5494,TW0005494009
Eclat Textile Co Ltd,2001/3/17,2001/3/17,,1476,2257,Eclat Textile Co Ltd,eclattextile,Eclat Textile,Eclat Textile,ECLAT TEXTILE,TW:ECT,2001/4/18,257385,T1476,TW0001476000
Sinbon Electronics Co Ltd,2001/4/2,2001/4/2,,3023,3679,Sinbon Electronics Co Ltd,sinons,Taiwan Shin Kong Security,Taiwan Shin Kong Security,TAIWAN SHIN KONG SCTY.,TW:TSS,1995/12/11,865382,T9925,TW0009925008
Transcend Information Inc,2001/4/2,2001/4/2,,2451,3672,Transcend Information Inc,transcendinform,Transcend Information,Transcend Information,TRANSCEND INFO.,TW:TCI,2001/5/3,263068,T2451,TW0002451002
SYSCOM Group,2001/4/22,2001/4/22,,2453,3577,SYSCOM Group,syscomop,Syscom Computer Engineering,Syscom Computer Engineering,SYSCOM CMP.ENGR.,TW:SCE,2001/5/22,263946,T2453,TW0002453008
Senao International Co Ltd,2001/4/24,2001/4/24,,2450,5065,Senao International Co Ltd,senao,Senao International,Senao International,SENAO INTL.,TW:SEN,2001/5/24,263996,T2450,TW0002450004
Epistar Corp,2001/4/28,2001/4/28,,2448,3674,Epistar Corp,epistar,Epistar,Epistar,EPISTAR,TW:EST,2001/5/25,264018,T2448,TW0002448008
Cyntec Co Ltd,2001/5/2,2001/5/2,,2452,3674,Cyntec Co Ltd,cyntec,China Synthetic Rubber,China Synthetic Rubber,CHINA SYN.RUBBER,TW:CSR,1989/7/3,777080,T2104,TW0002104007
Phoenix Precision Tech Corp,2001/5/12,2001/5/12,,2446,3674,Phoenix Precision Tech Corp,phoenixprecisio,Phoenix Precision Technology,Phoenix Precision Technology,PHOENIX PRECN.TECH.,TW:PPT,2001/6/13,265397,T2446,TW0002446002
Shih Wei Navigation Co Ltd,2001/6/1,2001/6/1,,5608,4412,Shih Wei Navigation Co Ltd,shihweinavigati,Shih Wei Navigation,Shih Wei Navigation,SHIH WEI NAVIGATION,TW:SWN,2001/7/4,14071H,T5608,TW0005608004
MediaTek Inc,2001/6/21,2001/6/21,,2454,3674,MediaTek Inc,mediatek,Mediatek,Mediatek,MEDIATEK,TW:MDT,2001/7/23,14357N,T2454,TW0002454006
Sysage Technology,2001/7/9,2001/7/9,,6112,7379,Sysage Technology,sysage,Sysage Technology,Sysage Technology,SYSAGE TECH.,TW:SGT,2001/8/8,14417Q,T6112,TW0006112006
Hannstar Display Corp,2001/7/23,2001/7/23,,6116,3679,Hannstar Display Corp,hannstardisplay,Hannstar Display,Hannstar Display,HANNSTAR DISPLAY,TW:HDC,2001/8/17,14449M,T6116,TW0006116007
Chilisin Electronics Corp,2001/8/22,2001/8/22,,2456,3677,Chilisin Electronics Corp,chiliins,China Life Insurance,China Life Insurance,CHINA LIFE INSURANCE,TW:CNI,1995/2/8,140969,T2823,TW0002823002
Teco Enterprise Co Ltd,2001/9/21,2001/9/21,,6119,5065,Teco Enterprise Co Ltd,centerprise,Arich Enterprise,Arich Enterprise,ARICH ENTERPRISE,TW:REA,2012/7/10,87308L,T4173,TW0004173000
Far EasTone Telecommunications,2001/11/11,2001/11/11,,4904,4813,Far EasTone Telecommunications,fareastonetelec,Far Eastone Telecommunications,Far Eastone Telecommunications,FAR EASTONE TELECOM.,TW:FEE,2001/12/10,14858M,T4904,TW0004904008
In Win Development Inc,2001/11/12,2001/11/12,TW0006117005,6117,3674,In Win Development Inc,inwindevelopmen,In Win Development,In Win Development,IN WIN DEVELOPMENT,TW:IWD,2001/12/10,14858N,T6117,TW0006117005
I-Sheng Electric Wire & Cable,2001/11/19,2001/11/19,TW0006115009,6115,3496,I-Sheng Electric Wire & Cable,i-shengelectric,I-Sheng Electric Wire and Cable,I-Sheng Electric Wire and Cable,I-SHENG ELEC.WIRE & CAB.,TW:ISE,2001/12/17,14875X,T6115,TW0006115009
Xepex Electronics Co Ltd,2001/12/1,2001/12/1,,6132,5065,Xepex Electronics Co Ltd,xepes,x'Pole Precision,x'Pole Precision,X'POLE PRECISION,31191M,2005/6/7,31191M,NA,TW0001573004
Yoko Technology Corp,2001/12/1,2001/12/1,,6131,3861,Yoko Technology Corp,yoko,Yoko International,Yoko International,YOKO INTERNATIONAL,TW:YTC,2001/12/28,14901R,T6131,TW0006131006
TurboComm Tech Inc,2001/12/5,2001/12/5,,2494,3357,TurboComm Tech Inc,ubocommec,Fubon Commercial Bank,Fubon Commercial Bank,FUBON COMMERCIAL BANK,887862,1996/4/23,887862,T2842,TW0002842002
Gemtek Technology Co Ltd,2001/12/13,2001/12/13,,4906,3661,Gemtek Technology Co Ltd,gemtek,Gemtek Technology,Gemtek Technology,GEMTEK TECHNOLOGY,TW:GTC,2002/1/11,149280,T4906,TW0004906003
Fullerton Technology Co Ltd,2001/12/17,2001/12/17,,6136,7372,Fullerton Technology Co Ltd,fullerton,Fullerton Technology,Fullerton Technology,FULLERTON TECH.,TW:FLT,2002/1/16,15108R,T6136,TW0006136005
Apex Medical Corp,2001/12/22,2001/12/22,,4106,3841,Apex Medical Corp,apexmedical,APEX Medical,APEX Medical,APEX MEDICAL,TW:AMD,2002/1/22,15128P,T4106,TW0004106000
Cameo Communications Inc,2001/12/23,2001/12/23,,6142,3661,Cameo Communications Inc,cameocommunicat,Cameo Communications,Cameo Communications,CAMEO COMMS.,TW:CAI,2002/1/22,15128T,T6142,TW0006142003
Power Quotient International,2001/12/23,2001/12/23,TW000R015009,6145,3674,Power Quotient International,powerquotient,Power Quotient International,Power Quotient International,POWER QUOTIENT INTL.,TW:PQI,2002/1/22,15128U,T6145,TW0006145006
Golden Bridge Electech Inc,2001/12/24,2001/12/24,,6133,3355,Golden Bridge Electech Inc,goldenbridgeele,Golden Bridge Electech,Golden Bridge Electech,GLDN.BDG.ELECTECH,TW:GBE,2002/1/22,15128Q,T6133,TW0006133002
L & K Engineering Co Ltd,2001/12/24,2001/12/24,,6139,8711,L & K Engineering Co Ltd,l&kengineering,L&K Engineering,L&K Engineering,L & K ENGR.,TW:LKE,2002/1/22,15128R,T6139,TW0006139009
Kung Long Batteries Industrial,2001/12/24,2001/12/24,,1537,3691,Kung Long Batteries Industrial,kunglongbatteri,Kung Long Batteries Industrial,Kung Long Batteries Industrial,KUNG LONG BATT.INDL.,TW:KLB,2002/1/22,15128F,T1537,TW0001537009
Ampoc Far-East Co Ltd,2001/12/25,2001/12/25,,2493,3674,Ampoc Far-East Co Ltd,ampocfar-east,Ampoc Far-East,Ampoc Far-East,AMPOC FAR-EAST,TW:AFE,2002/1/23,15130N,T2493,TW0002493004
Career Tec(MFG)Co Ltd,2002/1/7,2002/1/7,TWU00R076002,6153,3674,Career Tec(MFG)Co Ltd,career(mfc,Career Technology (Manufacturing),Career Technology (Manufacturing),CAREER TECH.(MNFG.),TW:CRM,2002/2/4,15163E,T6153,TW0006153000
King Core Electronics Inc,2002/1/28,2002/1/28,TWU00R077000,6155,3674,King Core Electronics Inc,kingcore,King Core Electronics,King Core Electronics,KING CORE ELTN.,TW:KCE,2002/3/1,15235R,T6155,TW0006155005
Uni-Circuit Inc,2002/2/16,2002/2/16,TWU00R004004,6162,3674,Uni-Circuit Inc,uni-circuit,Uni-Circuit,Uni-Circuit,UNI-CIRCUIT,TW:UCI,2002/3/14,15302M,T6162,TW0006162001
Radiant Opto-Electronics Corp,2002/3/31,2002/3/31,TW0006176001,6176,3679,Radiant Opto-Electronics Corp,radiantopto-ele,Radiant Opto-Electronics,Radiant Opto-Electronics,RADIANT OPTO-ELECTRONICS,TW:ROE,2002/4/29,15452X,T6176,TW0006176001
Dafeng TV Ltd,2002/4/29,2002/4/29,TWU00R902009,6184,4813,Dafeng TV Ltd,dafengtv,Dafeng Television,Dafeng Television,DAFENG TV,TW:DFC,2002/5/28,25569H,T6184,TW0006184005
Poya Co Ltd,2002/8/10,2002/8/10,TWU00R910002,5904,5311,Poya Co Ltd,poya,Poya International,Poya International,POYA INTL.,TW:POY,2002/9/9,26178T,T5904,TW0005904007
Jess Link Products Co Ltd,2002/11/12,2002/11/12,TWU00R143000,6197,3643,Jess Link Products Co Ltd,jesslinkproduc,Jess-Link Products,Jess-Link Products,JESS-LINK PRODUCTS,TW:JLP,2002/12/11,26599W,T6197,TW0006197007
Flytech Technology Co,2002/11/13,2002/11/13,TWU00R153009,6206,3571,Flytech Technology Co,flytech,Flytech Technology,Flytech Technology,FLYTECH TECH.,TW:FLY,2002/12/12,26603K,T6206,TW0006206006
Chant Sincere Co,2002/11/22,2002/11/22,TWU00R081002,6205,8711,Chant Sincere Co,chantsincere,Chant Sincere,Chant Sincere,CHANT SINCERE,TW:CAS,2002/12/20,26625Q,T6205,TW0006205008
Highlight Tech Corp,2002/11/25,2002/11/25,TWU00R046005,6208,5722,Highlight Tech Corp,highlight,High Power Lighting,High Power Lighting,HIGH POWER LIGHTING,TW:HOP,2015/12/15,8758ED,T6559,TW0006559008
Aurotek Corp,2002/11/26,2002/11/26,TW0006215007,6215,3568,Aurotek Corp,aurotek,Aurotek,Aurotek,AUROTEK,TW:AKC,2002/12/24,26633L,T6215,TW0006215007
MET Technology Co Ltd,2002/11/28,2002/11/28,TWU00R069007,6212,3651,MET Technology Co Ltd,met,Taiwan Cement,Taiwan Cement,TAIWAN CEMENT,TW:TCM,1987/9/9,756125,T1101,TW0001101004
Ya Horng Electronic Co,2002/11/29,2002/11/29,TWU00R159006,6201,3663,Ya Horng Electronic Co,yahorngco,Ya Horng Electronic,Ya Horng Electronic,YA HORNG ELECTRONIC,TW:YAH,2002/12/27,26637M,T6201,TW0006201007
ITEQ Corp,2002/12/1,2002/12/1,TWU00R133001,6213,3674,ITEQ Corp,iteq,Bioteque,Bioteque,BIOTEQUE,TW:BIO,2002/3/4,15245L,T4107,TW0004107008
AIPTEK International Inc,2002/12/15,2002/12/15,TWU00R140006,6225,7372,AIPTEK International Inc,aiptek,Aiptek International,Aiptek International,AIPTEK INTL.,TW:AII,2003/1/14,26686N,T6225,TW0006225006
Draytek Corporation,2002/12/23,2002/12/23,TWU00R164006,6216,3674,Draytek Corporation,rateotion,Promate Solutions,Promate Solutions,PROMATE SOLUTIONS,TW:PMS,2016/3/8,8949RX,T6577,TW0006577000
Full Rise Electronic Co Ltd,2003/1/6,2003/1/6,TW0006211006,6211,3674,Full Rise Electronic Co Ltd,fullrise,Full Rise Electronic,Full Rise Electronic,FULL RISE ELECTRONIC,TW:FRE,2003/1/6,26659M,T6211,TW0006211006
Genesis Technology Inc,2003/1/6,2003/1/6,,6221,7379,Genesis Technology Inc,genesis,Genesis Genetics,Genesis Genetics,GENESIS GENETICS,TW:GGO,2011/7/15,77452N,T4160,TW0004160007
MJC Probe Inc,2003/1/6,2003/1/6,TW0006223001,6223,3674,MJC Probe Inc,cprobe,CCP Contact Probes,CCP Contact Probes,CCP CONTACT PROBES,TW:CPN,2003/1/9,26675F,T6217,TW0006217003
Polytronics Technology Corp,2003/1/6,2003/1/6,TW0006224009,6224,3643,Polytronics Technology Corp,polytronics,Polytronics Technology,Polytronics Technology,POLYTRONICS TECH.,TW:POC,2003/1/6,26659R,T6224,TW0006224009
Systex Corp,2003/1/6,2003/1/6,TW0006214000,6214,7376,Systex Corp,systex,Systex,Systex,SYSTEX,TW:SYW,2003/1/6,26659N,T6214,TW0006214000
CCP Contact Probes Co Ltd,2003/1/9,2003/1/9,TW0006217003,6217,3544,CCP Contact Probes Co Ltd,ccpcontactprobe,CCP Contact Probes,CCP Contact Probes,CCP CONTACT PROBES,TW:CPN,2003/1/9,26675F,T6217,TW0006217003
Soaring Technology Co Ltd,2003/1/9,2003/1/9,TW0006222003,6222,3674,Soaring Technology Co Ltd,soaring,Soaring Technology,Soaring Technology,SOARING TECH.,TW:SOR,2003/1/9,26675Q,T6222,TW0006222003
Chaun-Choung Technology Corp,2003/1/14,2003/1/14,TW0006230006,6230,3674,Chaun-Choung Technology Corp,chaun-choung,Chaun-Choung Technology,Chaun-Choung Technology,CHAUN-CHOUNG TECH.,TW:CCG,2003/1/14,26686V,T6230,TW0006230006
Galaxy Far East Corp,2003/1/14,2003/1/14,TW0006227002,6227,5065,Galaxy Far East Corp,galaxyfareast,Galaxy Far East,Galaxy Far East,GALAXY FAR EAST,TW:GFE,2003/1/14,26686R,T6227,TW0006227002
